file_path,file_category,current_role,status,correctness_status,content_freshness,dead_or_misleading_content,action_recommendation,notes
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal387-v0_6-rt-graph-execution-interpretation.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal388-v0_6-rt-graph-lowering-runtime-contract.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal389-v0_6-rt-kernel-bfs-python-truth-path.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal390-v0_6-rt-kernel-triangle-python-truth-path.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal391-v0_6-rt-kernel-bfs-oracle-truth-path.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal392-v0_6-rt-kernel-triangle-oracle-truth-path.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal393-v0_6-embree-rt-graph-mapping-and-bfs-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal394-v0_6-optix-rt-graph-mapping-and-bfs-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal395-v0_6-vulkan-rt-graph-mapping-and-bfs-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal396-v0_6-embree-rt-graph-mapping-and-triangle-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal397-v0_6-optix-rt-graph-mapping-and-triangle-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal398-v0_6-vulkan-rt-graph-mapping-and-triangle-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal399-v0_6-rt-multi-backend-correctness-and-perf-gate.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal400-v0_6-postgresql-backed-all-engine-correctness-gate.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal401-v0_6-large-scale-engine-perf-gate.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-14-codex-consensus-goal402-v0_6-rt-graph-final-correctness-and-performance-closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-15-codex-consensus-goal403-v0_6-pre-release-code-and-test-cleanup.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-15-codex-consensus-goal404-v0_6-pre-release-doc-check.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-15-codex-consensus-goal405-v0_6-pre-release-flow-audit.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/ad_hoc_reviews/2026-04-15-codex-consensus-goal406-v0_6-release-hold-after-internal-gates.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/history.db,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revision_dashboard.html,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revision_dashboard.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/external_reports/Iteration_1_PreImplementation_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/external_reports/Iteration_1_PreImplementation_Review_Attempt_1_2026-03-29_Gemini_Error.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/external_reports/Iteration_2_Implementation_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/metadata.txt,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/Goal_1_Spec_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/Iteration_1_PreImplementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/Iteration_1_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/Iteration_2_Final_Consensus_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/Iteration_2_Implementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/__init__.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/api.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/codegen.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/device_kernels.cu,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/host_launcher.cpp,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/ir.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/lowering.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/plan.json,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/plan_schema.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/rayjoin_plan.schema.json,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/register_revision_round.sh,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/rtdsl_py_test.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/project_snapshot/types.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/reports/Goal_1_Spec_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/reports/Iteration_1_PreImplementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/reports/Iteration_1_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/reports/Iteration_2_Final_Consensus_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-1-deterministic-codegen/reports/Iteration_2_Implementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/external_reports/Iteration_1_PreImplementation_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/external_reports/Iteration_2_Implementation_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/metadata.txt,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/Goal_2_Spec_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/Iteration_1_PreImplementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/Iteration_1_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/Iteration_2_Final_Consensus_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/Iteration_2_Implementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/README.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/__init__.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/api.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/br_county_subset.cdb,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/br_soil_subset.cdb,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/codegen.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/datasets.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/device_kernels.cu,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/host_launcher.cpp,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/ir.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/lowering.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/plan.json,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/rayjoin_datasets.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/rayjoin_plan.schema.json,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/reference.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/rtdsl_py_test.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/project_snapshot/rtdsl_python_demo.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/reports/Goal_2_Spec_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/reports/Iteration_1_PreImplementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/reports/Iteration_1_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/reports/Iteration_2_Final_Consensus_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-2-multi-workload-datasets/reports/Iteration_2_Implementation_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/external_reports/Iteration_1_PreReview_Consensus_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/external_reports/Iteration_2_Implementation_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/external_reports/Iteration_3_Final_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/external_reports/Iteration_4_Final_Review_2026-03-29_Gemini.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/metadata.txt,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/Goal_3_Spec_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/Iteration_1_PreReview_Report_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/Iteration_1_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/Iteration_2_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/Iteration_3_Response_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/Iteration_4_Final_Consensus_2026-03-29_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/README.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/api.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/codegen.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-03-29-goal-3-gemini3-rereview/project_snapshot/datasets.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
